id,entities,clean_text
1669,,Fucking hate riding in this stupid car . This trip just needs to end already .
1670,PER/Soulja boy;,"""funny song actually - RT Am i really listening to "" ""Hey you There "" "" by Soulja boy right now - - \* Shakes the ipod \* ! """
1671,,Furminator - The best tool for dog owners
1672,PER/Julia Durly;,"Future lady (Julia Durly), if you ca n't get along with my fam, we wo n't last"
1673,ORG/GA;ORG/NC;ORG/SC;ORG/CO;,"GA, NC, SC, and CO banks added to the Failed Bank Map, raising 2011 failure total to seven"
1674,PER/Garnet Mimms;,Garnet Mimms - Stop and Check Yourself (1972) via
1675,ORG/Gas Station Angel;ORG/GSA;,"Gas Station Angel - Week One Dramaturg's Blog After weeks, even months of preparation, the first rehearsal of GSA w?"
1676,PER/Thomas Edison;,Genius is one percent inspiration and ninety-nine percent perspiration . ~ Thomas Edison
1677,PER/George Bush;,George Bush Book 'Decision Points' Lifted From Advisers' Books
1678,PER/George Bush;,George Bush plagurized his memoirs
1679,PER/George Michael;,George Michael has been banned from his local pub today for having a sneaky fag in the gents .
1680,LOC/Georgia;,Georgia Voters Agree To non-compete Agreements
1681,PER/Geraldine Hoff Doyle;PER/Doyle;,Geraldine Hoff Doyle obituary Doyle inspired 'We Can Do It' poster - via
1682,PER/BETTY WRIGHT;,get the funk up and dance damit! BETTY WRIGHT - CLEAN UP WOMAN via
1683,,"GHoops - GNO; Hoover, Al 28 - Norcross 25 at the half . O. Anderson 7 Hov and D. Hamby 9 Ncr . DeShields 3 fls ."
1684,PER/Gillian Anderson;ORG/Telegraph;,Gillian Anderson 'People are pigeonholed too much' - Telegraph via
1685,PER/Girl Talk;PER/Girl Talk;,Girl Talk Releases New Album Girl Talk has released his new full length sample epic as a free download from ...
1686,,Girl!!! Me too! I thank him every chance i get!;) chance RT God has been so good to me .
1687,PER/Michelle Obama;,GIRLS NIGHT Michelle Obama And Girlfriends Attend Award-Winning Broadway Play
1688,PER/Jim Rohn;,Giving is better than receiving because giving starts the receiving process . ~ Jim Rohn
1689,PER/Martin Freeman;,Glad I did n't have tweet that Martin Freeman had died .
1690,PER/Glenn Beck;PER/Hitch;,"Glenn Beck, "" "" ""a tear-stained semi-literate shock jock ... of lies and defamations "" "" . by Hitch """
1691,LOC/Brooklyn;PER/Jay-Z;,"""go Brooklyn! Jay-Z "" ""It's all about art "" "" """
1692,PER/Henry David Thoreau;,Go confidently in the direction of your dreams . Live the life you have imagined - Henry David Thoreau (via ...
1693,PER/Aretha Franklin;,GOD Noooo Aretha Franklin?!?
1694,PER/Noah;PER/John Shimkus;,"""God said to Noah (and House Republican John Shimkus, Ill) 'Do n't fret about global warming' """
1695,,Goddamn! RT : Goddamn my friend is so goddamn clingy to his goddamn girlfriend . Its goddamn obsessive .
1696,ORG/Godiva;,Godiva Chocolate chilled sounds real good now
1697,,Going in this social network is too for people
1698,PER/HARRY;,going now I LOVE YOU HARRY! live on
1699,,going to see her in march!! live on
1700,ORG/mexican league;,"gonna watch some mexican league soccer now, fuck this game ."
1701,,"Gonna watch the Friday movies, kinda chilled dis Saturday"
1702,PER/Gratton;,"Good moring . . \* sipping coffee \* RT Good morning to you too, Dr Gratton . (sips tea)"
1703,PER/Gratton;,"Good morning \* catching a yawn \* RT Good morning to you too, Dr Gratton . (sips tea)"
1704,PER/Gratton;,"Good morning \* picking at mince pie \* RT Good morning to you too, Dr Gratton . (sips tea)"
1705,PER/Gratton;,"Good morning \* reaches for coffee \* RT Good morning to you too, Dr Gratton . (sips tea)"
1706,PER/Gratton;,"Good morning \* reaching for coffee \* RT Good morning to you too, Dr Gratton . (sips tea)"
1707,PER/Gratton;,"Good morning . . \* sipping beer \* RT Good morning to you too, Dr Gratton . (sips tea)"
1708,ORG/ManU;ORG/Bir;ORG/the gunners;ORG/liverpool;,Good show by ManU against Bir . . btw good comeback by the gunners and liverpool ...
1709,,Good thing barbershop quartets do n't perform national anthems . There is always the constant threat of Coney Island Baby
1710,,"GOOOOO! RT come on , lets get this win!"
1711,ORG/GOP;PER/Obama;ORG/Republicans;,GOP lawmakers look for signs of new Obama approach - AP MSNBCWASHINGTON - Republicans say they want to hear les ...
1712,,Got 5/28 playing Mythical TV Musicians . Try to top that
1713,PER/Caleb Haine;PER/Jay Cutler;,"got to give it to the kid Caleb Haine, he nearly pulled of the victory ... damn you Jay Cutler"
1714,PER/Grant Bradley;ORG/NZ Herald News;,"Grant Bradley Miners inhabit a deep, dark, dank world - National - NZ Herald News via"
1715,ORG/ESPN;,Great week to be a longhorn! 300 million dollar deal with . ESPN and we just beat the number 2 team in the country .
1716,LOC/Green bay;MISC/Superbowl;,Green bay to the Superbowl ... So I guess they 're dope? Lol
1717,ORG/Green Day;MISC/Reading Festival;,Green Day - We Are The Champions - Live at Reading Festival 2004
1718,,Grow! Secrets of the Real Law of Attraction
1719,,grr i need adobe to watch on my ipod and it wont let me download it -LRB
1720,,"""Gym Time ... "" ""Pain is my motivation . "" "" """
1721,,HA _ legal D The MixeR
1722,PER/Kanye West;,"Ha RT Listening to the new Kanye West album . I might be reading too much into it, but I think he likes pussy ."
1723,PER/noel gallagher;,had a dream las nite i saw/met mr noel gallagher at a train station that can not name cuz there was n't one with a name but anyway it was fun!
1724,PER/Fergie;ORG/BEP;,had no idea Fergie from BEP peed herself at a concert becz she was too drunk to go to the bathroom
1725,PER/Will Smith;MISC/the Matrix;MISC/Wild Wild West;,Had no idea Will Smith turned down the role of Neo for the Matrix trilogy becz he wanted to do Wild Wild West
1726,ORG/the Bears;MISC/NFC championship;,"Had the thought cross my mind about all the Bears NFC championship hats, shirts, etc now headed to 3rd world countries . < eye roll, sigh >"
1727,,Haha im having a pretty good time down here with the other people from the hotel
1728,,Haha nobody got it I think
1729,PER/Ginuwine;,Haha ohhh Ginuwine ...
1730,,haha tdr dek RT Ciiee p RT ure welcome sist RT thanks udah dateng ya ~ (??? ~) ~
1731,ORG/the jets;,Haha the etrade baby is on the jets side woooo
1732,,"Haha! , your an adorable one are n't ya . Hey , your a lucky one . She has a great smile & is bright . Take care of her ."
1733,,Haha! looks so desperate . He' rambling about social networking now?
1734,,"Haha! I fell back to sleep and missed , after all that hype . Oh well, I'm going grocery shoppping instead then .;)"
1735,,Haha! It looks so cool to see my archived tweets . I wish I 'd known about this sooner . is da bomb!;)
1736,LOC/minnesota;MISC/american idol;,Haha! Music is my life!!! To bad I'm stuck in minnesota though and 13 so I ca n't even try out for american idol on other person in the world
1737,,Haha! RT I'm currently having a TL Birthday takeover . Might as well make her a .
1738,,Haha! We wish that too!
1739,PER/Mike Vick;,Hahahaha RT God loves Mike Vick . His story might need to be added to the Bible .
1740,,Hahahahaaaa RT Yo u remember out DC AT3 was break dancin 4 them honkies
1741,,Half Way Home - I am trying to quit smoking with LIVESTRONG MyQuit Coach for the iPhone/iPod touch and just won this award .
1742,MISC/Half-Life;,"Half-Life is C . A decent, albeit glitchy experience . I had to redo one of the levels because the boss would n't jump onto the spider-web ."
1743,PER/David Hasselhoff;,"""hands down is David Hasselhoff "" ""Hoff "" "" he trips over his unwarranted EGO LO """
1744,,Hangover headache @ tht ... SMH .
1745,PER/Hanie;LOC/Chi Town;,Hanie gon get all that Chi Town ass he pull this one off
1746,PER/Hanie;PER/Tom Brady;PER/Bledsoe;,"""Hanie starting to have that "" ""Tom Brady takes over for Bledsoe to be the Hero "" "" swag . """
1747,PER/Hanie;PER/Knox;PER/Chester;,Hanie steps up in the pocket and delivers to Knox . Chester punches in the TD . This game is far from over
1748,PER/Dale Carnegie;,"Happiness does n't depend on any external conditions, it is governed by our mental attitude . ~ Dale Carnegie"
1749,PER/ELLIE;LOC/LIVEERPOOL;,HAPPY 16TH BIRTHDAY ELLIE FROM LIVEERPOOL xx live on
1750,,HAPPY BIRTHDAY TO MEEE FOR NEXT MONTH; D live on
1751,PER/Harry Potter;PER/Voldemort;,"Harry Potter' College Courses - Yes, You Can Earn Credit for Studying Voldemort"
1752,PER/harry;PER/matt;MISC/x factor;,harry why do n't you ring matt and ask him how much pussy he's had since x factor? live on
1753,PER/harry;,harry you have the best taste in music live on
1754,,has anyone ever sexted you?? nope . thank god .
1755,PER/Akon;,Has anyone seen Audio (old name B5) new video feat . Akon? can you say pinkys up?
1756,,"""Have you ever seen that "" ""what? "" "" "" ""A colt stand up that fast "" "" ... awe in the room Welcome Secretariat!! """
1757,PER/Juicy J;,"""He was n't on the one I downloaded RT Juicy J went in too on "" ""make it rain "" "" """
1758,PER/Jeremy Irons;MISC/SVU;,He's awesome RT Working with Jeremy Irons right now on SVU . .
1759,,Health Arthritis Pain Relief? Natural Tips And Treatments That Work Fast I got rid of my arthritis and arthri ...
1760,LOC/US;,healthcare in the US is so shit
1761,ORG/Hershey;,Heck yes ... it's time for Candy Cane Hershey's Kisses! LOVE CHRISTMAS!
1762,PER/Chris Bosh;LOC/Georgia Tech;,Hehe RT What sorority did Chris Bosh pledge for at Georgia Tech?
1763,PER/Heinz Ward;,Heinz Ward just got clocked .
1764,,Hello my sisters . I apologize for my lack of tweets this year . I 've joined so many TG/CD (cont ...)
1765,PER/David Copperfield;,"""Hello Police? It's David Copperfield, My car's disappeared! "" ""Should I report it or clap "", "" sir? "" "" """
1766,MISC/Henry's Crime;ORG/Moving Pictures Film & TV;PER/Malcolm Venville;PER/Henry;,"""Henry's Crime Heads To Screens Via Moving Pictures Film & TV Malcolm Venville's romantic comedy "" ""Henry's Crim ... """
1767,MISC/Montreal Gazette;,Here comes the Russian bear - Montreal Gazette
1768,ORG/Facebook;,Here's a link to our Facebook FanPage . _ Hope to see you there!
1769,PER/Lamar;,Here's proof that I voted for Lamar ...
1770,,"Hey, I just reached Lvl 16 in Beat me in the game!"
1771,,"Hey, I just reached Lvl 19 in Beat me in the game!"
1772,,"Hey, I just reached Lvl 4 in Beat me in the game!"
1773,,Hey check out this vid chat room with 76 people in it - (
1774,PER/Mike Rankin;PER/Natalie Nicole Robles;,Hey Citadel Family! Here is the link to the pictures from Mike Rankin and Natalie Nicole Robles's wedding shower ...
1775,ORG/Hotnas Brothers;ORG/Taylor Pork;,Hey Dudes do you think this is simply fantastic you must see yourself > Hotnas Brothers Taylor Pork
1776,,Hey i love u of course i miss u didnt include u cause it hurts to think about it RT and no? you
1777,,hey sean thats a sexyy pilllow you have; D live on
1778,,"Hey sometimes I read things that are n't buttsex, part 1"
1779,MISC/HGTV Dream Home 2011 Giveaway;,HGTV Dream Home 2011 Giveaway Thank You
1780,,"""Hi you!! Ty for following ^ _ ^ ("" "") """
1781,PER/Hiedi Jones;,Hiedi Jones' career is OVER . Why would you lie about being raped? Such a horrible thing to do .
1782,ORG/Green Bay;,High Five Green Bay! Aint been in the man bowl since the 80 's
1783,,HIGH FIVE! live on
1784,MISC/High Stakes Poker;ORG/GSN;ORG/Poker News Daily;,High Stakes Poker Season 7 Debuts February 26th on GSN Poker News Daily can independently confirm that the seve ...
1785,,Highs and lows of property familiar ground
1786,PER/Hilary Duff;LOC/England;,"Hilary Duff, Haters! Have n't listened for 5 years but man I love this song ... An entire day listening to it during a school trip in England"
1787,PER/Kareem Amer;,"History's Longest Imprisoned Blogger, Kareem Amer, is Free The man believed to have been imprisoned longer than ..."
1788,PER/JONATHAN BROOKINS;,HIYOOOOO JONATHAN BROOKINS WINSSSS!!!!!! WHOOHOOO !!!!!
1789,PER/charles;PER/diana;LOC/brunei;,hmmmm its gonna be the biggest wedding since charles and the late diana . havent seen any royal wedding since brunei's crown prince
1790,PER/michael jackson;,"holy shit, i miss michael jackson you just lost the game!"
1791,ORG/TLC;PER/Sarah Palin;,Honestly i think TLC is setting Sarah Palin up for her failure ... well shes been on that path since 2008 lol
1792,PER/Sanchez;,Hope Sanchez expands his learning experience tonight against the black and yellow
1793,PER/Wiz;,Hope Wiz do n't fall while he perform .
1794,MISC/the Steve Wilkos show;,horrific story on the Steve Wilkos show on livingit now! .
1795,ORG/FDC;,Hosting news Any providers that can compete with FDC for bw pricing?
1796,PER/Sloan;LOC/Collins;,How about a mention tonight that coach Sloan's high school is playing Collins' HS tonight in S. IL at same time? Symmetry = fun
1797,PER/Danielle Staub;MISC/RHONJ;,how about Danielle Staub from RHONJ w her sex videos & so much more trash?
1798,,How an unexpected gap year can offer unexpected bonuses Travel ... While you _?? ll need to save your pennies i. . .
1799,PER/George Elliston;,How beautiful a day can be when kindness touches it! George Elliston - thank you all for sharing the LUV today x
1800,MISC/Power of Few;PER/Christian Slater;,"""How cool! RT Had an awesome time taking pictures on set today of "" ""Power of Few "" "" starring Christian Slater . """
1801,PER/David Booth;,How did David Booth get such great tickets for this game? He must know someone very important .
1802,PER/Dylan Ratigan;ORG/MSNBC;,How did he get a show anyways! RT I ca n't stand Dylan Ratigan . They need to kick him off MSNBC
1803,ORG/the Bears;ORG/the Lions;,How different would the Bears season have been had they lost to the Lions first game of the year?
1804,,How do u build trust ... with somebody that is fucking the nation . .
1805,LOC/CHICAGO;,HOW DOES THAT TASTE CHICAGO!!!!
1806,,How dumb do you think I am? Haha jokes on you!
1807,MISC/Cheese Lobbying Story;PER/James McWilliams;ORG/The Atlantic;,How Journalists Got the Cheese Lobbying Story Wrong - James McWilliams - Food - The Atlantic vía
1808,PER/Paulo Coelho;,"How much I missed, simply because I was afraid of missing it . ~ Paulo Coelho RT"
1809,,How to Break Through a Fitness Plateau
1810,PER/Dwyane Wade;PER/Dwyane Wade;,How to Dress Like You 're Dwyane Wade We 'd like to take full credit for what Dwyane Wade wore for our new fashio ...
1811,,How to Increase your Battery Life
1812,,How To Make Massive Commission As An Affiliate!
1813,,How To Put In and Take Out Nose Rings . nose rings
1814,LOC/CHICAGO;ORG/Starbucks;,How Via Steamed Up the Instant-Coffee Category CHICAGO ( When Starbucks entered the instant-coffee ...
1818,,SOMEONE GIVE ME THIS MAG!!!
1819,,Zone Therapy
1820,,And here I sing Valerie and Fire;)
1821,,"Really? Natural gas prices going to zero, get real!"
1822,,< ~ Now you can ride this train with me - add all & Join at the end Post to stay on daily!
1823,,one more of the car in the garage now .
1824,,my favorite f 'n shorts man I need some needle and thread
1825,,The latest news in cinema and movies .
1826,PER/Jay-Z;,""" check out this video and make your decision about Jay-Z "" ""On To The Next One "" "" Music Industry Exposed . """
1827,LOC/United States;LOC/U.s.;,"The United States Will Benefit From The New Trend Of Globalization? The U.s., Transp ..."
1828,,is the way I made 275 dollars yesterday
1830,,"/ COOL QUOTES / 4 Blessed ways of living 1st, Look back ; Thank God . 2nd, Look forward ; Trust God 3rd"
